,location,course_link,duration,entry_score,course_qualification,intakes
420,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/MSc-Accounting/p/PRG-UK-00116487,1 Year(s),6.0 IELTS,Masters Degree (Taught),"['january', 'september']"
421,United Kingdom,https://www.idp.com/global/Categories/Manchester-Metropolitan-University/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00069289,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
422,United Kingdom,https://www.idp.com/global/Categories/Newcastle-University/Business-Accounting-and-Finance-BA-Honours/p/PRG-UK-00069485,4 Year(s),7.0 IELTS,Bachelor Degree with Honours,['september']
423,United Kingdom,https://www.idp.com/global/Categories/Newcastle-University/Accounting-and-Finance-with-Placement-BSc-Honours/p/PRG-UK-00236151,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,['september']
424,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00070808,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,"['january', 'september']"
425,United Kingdom,https://www.idp.com/global/Categories/Brunel-University/Bachelor-of-Science-in-Accounting-and-Business-Management-with-Placement-Year/p/PRG-UK-00170448,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,['september']
426,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance-with-a-Foundation-Year/p/PRG-UK-00337100,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,"['january', 'september']"
427,Australia,https://www.idp.com/global/Categories/All-Accounting/Accounting/Bachelors-of-CommerceLaws-Honours-Accounting/p/PRG-AU-00115325,5 Year(s),,Dual Degree,"['feb', 'july']"
428,Australia,https://www.idp.com/global/Categories/The-University-of-New-England/Master-of-Professional-Accounting/p/PRG-AU-00300068,2 Year(s),6.0 IELTS,Masters Degree (Coursework),"['march', 'june', 'october']"
429,United Kingdom,https://www.idp.com/global/Categories/University-of-Dundee/PhD-in-Accounting-and-Finance/p/PRG-UK-00093904,3 Year(s),6.5 IELTS,Ph.D.,['september']
430,United Kingdom,https://www.idp.com/global/Categories/University-of-Dundee/BAcc-Hons-Accountancy/p/PRG-UK-00094089,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
431,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-with-Corporate-Finance/p/PRG-UK-00096763,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
432,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Management-Accounting-and-Management-with-Placement-Year/p/PRG-UK-00109856,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,['october']
433,United Kingdom,https://www.idp.com/global/Categories/University-of-Warwick/BSc-Accounting-and-Finance-with-Foundation-Year/p/PRG-UK-00166422,4 Year(s),7.0 IELTS,Bachelor Degree,['october']
434,United Kingdom,https://www.idp.com/global/Categories/Edinburgh-Napier-University/BA-Hons-Accounting-and-Finance/p/PRG-UK-00232278,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
435,United Kingdom,https://www.idp.com/global/Categories/Sheffield-Hallam-University/BA-Honours-Accounting-and-Finance-for-International-Business-Topup/p/PRG-UK-00273934,1 Year(s),6.0 IELTS,Bachelor Degree with Honours,"['january', 'september']"
436,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/BA-Honours-Accounting-and-Finance-with-Foundation-Year/p/PRG-UK-00343115,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
437,United Kingdom,https://www.idp.com/global/Categories/Robert-Gordon-University/BA-Hons-Accounting-and-Management/p/PRG-UK-00347229,2 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
438,United Kingdom,https://www.idp.com/global/Categories/Coventry-University/BA-Hons-Professional-Accounting-Study-Abroad-or-Work-Placement/p/PRG-UK-00375249,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'feb', 'april', 'june', 'september', 'november']"
439,Australia,https://www.idp.com/global/Categories/Monash-Professional-Pathways/Accounting-Professional-Year/p/PRG-AU-00060504,44 Week(s),6.0 IELTS,Short Course / Professional Development,['december']
440,Australia,https://www.idp.com/global/Categories/Deakin-University/Graduate-Certificate-of-Professional-Accounting/p/PRG-AU-00062333,,6.5 IELTS,Graduate Certificate,"['march', 'july']"
