,location,course_link,duration,entry_score,course_qualification,intakes
2330,United Kingdom,https://www.idp.com/global/Categories/Nottingham-Trent-University/PGDip-News-Journalism/p/PRG-UK-00371534,1 Year(s),6.5 IELTS,Graduate Diploma,['september']
2331,United Kingdom,https://www.idp.com/global/Categories/Nottingham-Trent-University/PGDip-Documentary-Journalism/p/PRG-UK-00371532,1 Year(s),6.5 IELTS,Graduate Diploma,['september']
2332,United Kingdom,https://www.idp.com/global/Categories/Bangor-University/BA-Hons-Media-Studies-with-Foundation-Year/p/PRG-UK-00371621,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2333,United Kingdom,https://www.idp.com/global/Categories/Bangor-University/MRes-in-Journalism/p/PRG-UK-00372079,1 Year(s),6.5 IELTS,Masters Degree (Research),"['january', 'september']"
2334,United Kingdom,https://www.idp.com/global/Categories/Nottingham-Trent-University/FdSc-Television-Production-Technology/p/PRG-UK-00372091,2 Year(s),,Foundation for Undergraduate,['september']
2335,United Kingdom,https://www.idp.com/global/Categories/Nottingham-Trent-University/FdSc-Film-Production-Technology/p/PRG-UK-00372090,2 Year(s),,Foundation for Undergraduate,['september']
2336,United Kingdom,https://www.idp.com/global/Categories/Edinburgh-Napier-University/PhD-False-Memories-for-Fake-News/p/PRG-UK-00373209,3 Year(s),6.5 IELTS,Ph.D.,"['march', 'october']"
2337,United Kingdom,https://www.idp.com/global/Categories/University-of-Nottingham/PhD-Art-History-Photography-film-and-spectatorship/p/PRG-UK-00373762,3 Year(s),7.0 IELTS,Ph.D.,"['feb', 'september', 'december']"
2338,United Kingdom,https://www.idp.com/global/Categories/University-of-Nottingham/MRes-Art-History-Photography-film-and-spectatorship/p/PRG-UK-00373766,1 Year(s),7.0 IELTS,Masters Degree (Research),"['feb', 'september', 'december']"
2339,United Kingdom,https://www.idp.com/global/Categories/University-of-Nottingham/MRes-Visual-Culture-Photography-film-and-spectatorship/p/PRG-UK-00373985,1 Year(s),7.0 IELTS,Masters Degree (Research),"['feb', 'september', 'december']"
2340,United Kingdom,https://www.idp.com/global/Categories/University-of-South-Wales/MA-Film-Screen-Writing/p/PRG-UK-00374144,1 Year(s),6.0 IELTS,Masters Degree (Taught),"['january', 'september']"
2341,United Kingdom,https://www.idp.com/global/Categories/University-of-South-Wales/MA-Film-Cinematography/p/PRG-UK-00374147,1 Year(s),6.0 IELTS,Masters Degree (Taught),['september']
2342,United Kingdom,https://www.idp.com/global/Categories/University-of-Portsmouth/HND-Creative-Media-Production/p/PRG-UK-00374285,2 Year(s),6.0 IELTS,Undergraduate Diploma,['october']
2343,United Kingdom,https://www.idp.com/global/Categories/University-of-Kent/Media-Studies-PhD/p/PRG-UK-00374743,3 Year(s),6.5 IELTS,Ph.D.,"['january', 'may', 'september']"
2344,United States,https://www.idp.com/global/Categories/Clemson-University/Master-of-Science-in-Digital-Production-Arts/p/PRG-US-00000031,3 Semester(s),6.5 IELTS,Professional Masters Degree,"['january', 'august']"
2345,United States,https://www.idp.com/global/Categories/Clemson-University/Doctor-of-Philosophy-in-Rhetorics-Communication-and-Information-Design/p/PRG-US-00000077,8 Semester(s),6.0 IELTS,Ph.D.,['august']
2346,United States,https://www.idp.com/global/Categories/Clemson-University/Bachelor-of-Arts-in-Communication/p/PRG-US-00000118,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'august']"
2347,United States,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/Digital-Communications-and-Multimedia/Bachelor-of-Arts-in-New-Media-and-Web-Design/p/PRG-US-00000497,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'august']"
2348,United States,https://www.idp.com/global/Categories/North-Dakota-State-University/Bachelor-of-Arts-in-Journalism/p/PRG-US-00000504,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'august']"
