,area of study,course_name,university_name,course_fee,course_link
2486,history,Master of Preservation Studies,Tulane University,"USD 79,140",https://www.idp.com/global/Categories/Tulane-University/Master-of-Preservation-Studies/p/PRG-US-00192719
2487,history,Master of Arts in History,Minnesota State University - Mankato,"USD 15,988",https://www.idp.com/global/Categories/Minnesota-State-University---Mankato/Master-of-Arts-in-History/p/PRG-US-00192938
2488,history,Master of Science in History,Minnesota State University - Mankato,"USD 15,988",https://www.idp.com/global/Categories/Minnesota-State-University---Mankato/Master-of-Science-in-History/p/PRG-US-00192940
2489,history,Master of Arts in History [Thesis],CUNY - Brooklyn College,"USD 25,650",https://www.idp.com/global/Categories/CUNY---Brooklyn-College/Master-of-Arts-in-History-Thesis/p/PRG-US-00194634
2490,history,Bachelor of Arts in History,University of Houston - Clear Lake,"USD 98,880",https://www.idp.com/global/Categories/University-of-Houston---Clear-Lake/Bachelor-of-Arts-in-History/p/PRG-US-00197135
2491,history,Master of Arts in History,University of Houston - Clear Lake,"USD 30,562",https://www.idp.com/global/Categories/University-of-Houston---Clear-Lake/Master-of-Arts-in-History/p/PRG-US-00197389
2492,history,Master of Arts in History,Tulane University,"USD 85,437",https://www.idp.com/global/Categories/Tulane-University/Master-of-Arts-in-History/p/PRG-US-00214143
2493,history,Bachelor of Arts in Art - Art History,University of Dallas,"USD 166,640",https://www.idp.com/global/Categories/University-of-Dallas/Bachelor-of-Arts-in-Art-Art-History/p/PRG-US-00215586
2494,history,Bachelor of Arts in History with World History,University of Wisconsin - La Crosse,"USD 72,360",https://www.idp.com/global/Categories/University-of-Wisconsin---La-Crosse/Bachelor-of-Arts-in-History-with-World-History/p/PRG-US-00222580
2495,history,Historic Preservation Certificate,University of West Florida,"USD 12,444",https://www.idp.com/global/Categories/University-of-West-Florida/Historic-Preservation-Certificate/p/PRG-US-00223897
2496,history,Bachelor of Arts in Art History and Visual Arts,Columbia University,"USD 257,856",https://www.idp.com/global/Categories/Columbia-University/Bachelor-of-Arts-in-Art-History-and-Visual-Arts/p/PRG-US-00229971
2497,history,Bachelor of Arts / Master of Arts in History,Florida International University,"USD 92,830",https://www.idp.com/global/Categories/Florida-International-University/Bachelor-of-Arts-Master-of-Arts-in-History/p/PRG-US-00230200
2498,history,Master of Arts in History - Africa and Middle East,Florida International University,"USD 27,045",https://www.idp.com/global/Categories/Florida-International-University/Master-of-Arts-in-History-Africa-and-Middle-East/p/PRG-US-00230570
2499,history,Graduate Certificate in Egyptian Archaeology,University of Arizona,"USD 11,200",https://www.idp.com/global/Categories/University-of-Arizona/Graduate-Certificate-in-Egyptian-Archaeology/p/PRG-US-00230874
2500,history,Bachelor of Science in Archaeology,University of Saskatchewan,"CAD 73,765",https://www.idp.com/global/Categories/University-of-Saskatchewan/Bachelor-of-Science-in-Archaeology/p/PRG-CA-00103818
2501,history,Bachelor of Arts (Honours) in Archaeology,University of Saskatchewan,"CAD 70,456",https://www.idp.com/global/Categories/History/Archaeology/Bachelor-of-Arts-Honours-in-Archaeology/p/PRG-CA-00103819
2502,history,Bachelor of Arts in History,Memorial University of Newfoundland,"CAD 45,840",https://www.idp.com/global/Categories/Memorial-University-of-Newfoundland/Bachelor-of-Arts-in-History/p/PRG-CA-00111135
2503,history,Master of Arts in History,Simon Fraser University,"CAD 11,682",https://www.idp.com/global/Categories/Simon-Fraser-University/Master-of-Arts-in-History/p/PRG-CA-00112313
2504,history,Master of Arts in Archaeology,Simon Fraser University,"CAD 11,682",https://www.idp.com/global/Categories/History/Archaeology/Master-of-Arts-in-Archaeology/p/PRG-CA-00112449
2505,history,Bachelor of Arts in History,Trent University,"CAD 67,362",https://www.idp.com/global/Categories/Trent-University/Bachelor-of-Arts-in-History/p/PRG-CA-00119084
2506,history,Bachelor of Arts in Classics - Ancient Art and Archaeology (Honours),Brock University,"CAD 111,542",https://www.idp.com/global/Categories/Brock-University/Bachelor-of-Arts-in-Classics-Ancient-Art-and-Archaeology-Honours/p/PRG-CA-00149218
2507,history,Master of Arts in History - Development Studies (Thesis),McGill University,"CAD 26,942",https://www.idp.com/global/Categories/McGill-University/Master-of-Arts-in-History-Development-Studies-Thesis/p/PRG-CA-00149623
2508,history,Master of Arts in History - European Studies (Non-Thesis),McGill University,"CAD 24,500",https://www.idp.com/global/Categories/McGill-University/Master-of-Arts-in-History-European-Studies-Non-Thesis/p/PRG-CA-00149622
2509,history,Master of Arts in History (Non-Thesis),McGill University,"CAD 24,500",https://www.idp.com/global/Categories/McGill-University/Master-of-Arts-in-History-Non-Thesis/p/PRG-CA-00149624
2510,history,Bachelor of Arts in Liberal Arts and Sciences in Anthropology - Archaeolog...,University of Illinois - Urbana-Champaign,USD 800,https://www.idp.com/global/Categories/University-of-Illinois---Urbana-Champaign/Bachelor-of-Arts-in-Liberal-Arts-and-Sciences-in-Anthropology-Archaeology/p/PRG-US-00246459
2511,history,Bachelor of Arts in Anthropology - Archaeological Science,University of Utah,"USD 117,855",https://www.idp.com/global/Categories/University-of-Utah/Bachelor-of-Arts-in-Anthropology-Archaeological-Science/p/PRG-US-00247836
2512,history,Master of Arts in History - Asian History,University of Utah,"USD 38,946",https://www.idp.com/global/Categories/University-of-Utah/Master-of-Arts-in-History-Asian-History/p/PRG-US-00249479
2513,history,Master of Arts in History - Colonialism and Imperialism,University of Utah,"USD 38,946",https://www.idp.com/global/Categories/University-of-Utah/Master-of-Arts-in-History-Colonialism-and-Imperialism/p/PRG-US-00249480
2514,history,Master of Arts in History - Comparative Gender and Sexuality,University of Utah,"USD 38,946",https://www.idp.com/global/Categories/University-of-Utah/Master-of-Arts-in-History-Comparative-Gender-and-Sexuality/p/PRG-US-00249481
2515,history,Master of Science in History - Colonialism and Imperialism,University of Utah,"USD 38,946",https://www.idp.com/global/Categories/University-of-Utah/Master-of-Science-in-History-Colonialism-and-Imperialism/p/PRG-US-00249489
2516,history,Master of Science in History - Asian History,University of Utah,"USD 38,946",https://www.idp.com/global/Categories/University-of-Utah/Master-of-Science-in-History-Asian-History/p/PRG-US-00249486
2517,history,Master of Science in History - Comparative Gender and Sexuality,University of Utah,"USD 38,946",https://www.idp.com/global/Categories/University-of-Utah/Master-of-Science-in-History-Comparative-Gender-and-Sexuality/p/PRG-US-00249491
2518,history,Master of Science in History - World History,University of Utah,"USD 38,946",https://www.idp.com/global/Categories/University-of-Utah/Master-of-Science-in-History-World-History/p/PRG-US-00249496
2519,history,Master of Science in History - US History,University of Utah,"USD 38,946",https://www.idp.com/global/Categories/University-of-Utah/Master-of-Science-in-History-US-History/p/PRG-US-00249495
2520,history,Doctor of Philosophy in History - US History,University of Utah,"USD 77,891",https://www.idp.com/global/Categories/University-of-Utah/Doctor-of-Philosophy-in-History-US-History/p/PRG-US-00249504
2521,history,Bachelor of Arts in Art History,University of Arizona - Wellspring,"USD 146,400",https://www.idp.com/global/Categories/University-of-Arizona---Wellspring/Bachelor-of-Arts-in-Art-History/p/PRG-US-00249739
2522,history,Bachelor of Arts in History,University of Arizona - Wellspring,"USD 146,400",https://www.idp.com/global/Categories/University-of-Arizona---Wellspring/Bachelor-of-Arts-in-History/p/PRG-US-00249909
2523,history,Master of Arts / Master of Science in Conservation and Art History,New York University,"USD 151,312",https://www.idp.com/global/Categories/New-York-University/Master-of-Arts-Master-of-Science-in-Conservation-and-Art-History/p/PRG-US-00256863
2524,history,Doctor of Philosophy in History - East Asian History,New York University,"USD 133,632",https://www.idp.com/global/Categories/New-York-University/Doctor-of-Philosophy-in-History-East-Asian-History/p/PRG-US-00257714
2525,history,Doctor of Philosophy in History - History of the Atlantic World,New York University,"USD 133,632",https://www.idp.com/global/Categories/New-York-University/Doctor-of-Philosophy-in-History-History-of-the-Atlantic-World/p/PRG-US-00257713
2526,history,Doctor of Philosophy in History - South Asian History,New York University,"USD 133,632",https://www.idp.com/global/Categories/New-York-University/Doctor-of-Philosophy-in-History-South-Asian-History/p/PRG-US-00257725
2527,history,Doctor of Philosophy in History - United States History,New York University,"USD 133,632",https://www.idp.com/global/Categories/New-York-University/Doctor-of-Philosophy-in-History-United-States-History/p/PRG-US-00257727
