,location,course_link,duration,entry_score,course_qualification,intakes
8700,United Kingdom,https://www.idp.com/global/Categories/University-of-Lincoln/Graduate-Diploma-Conservation-Studies/p/PRG-UK-00072343,1 Year(s),6.0 IELTS,Graduate Diploma,['october']
8701,United Kingdom,https://www.idp.com/global/Categories/University-of-Lincoln/MSc-Clinical-Animal-Behaviour/p/PRG-UK-00072348,1 Year(s),6.0 IELTS,Masters Degree (Taught),['october']
8702,United Kingdom,https://www.idp.com/global/Categories/Political-and-Social-Sciences/Political-Science/BA-Hons-Politics-and-Social-Policy/p/PRG-UK-00072368,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['october']
8703,United Kingdom,https://www.idp.com/global/Categories/University-of-Lincoln/BA-Hons-International-Relations/p/PRG-UK-00072380,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['october']
8704,United Kingdom,https://www.idp.com/global/Categories/Political-and-Social-Sciences/Political-Science/BA-Hons-International-Relations-and-Social-Policy/p/PRG-UK-00072378,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['october']
8705,United Kingdom,https://www.idp.com/global/Categories/Political-and-Social-Sciences/Political-Science/BA-Hons-International-Relations-and-Politics/p/PRG-UK-00072379,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['october']
8706,United Kingdom,https://www.idp.com/global/Categories/University-of-Leeds/Social-and-Public-Policy-MA/p/PRG-UK-00077687,1 Year(s),6.5 IELTS,Masters Degree (Taught),"['january', 'september']"
8707,United Kingdom,https://www.idp.com/global/Categories/University-of-Leeds/Social-and-Political-Thought-MA/p/PRG-UK-00077688,1 Year(s),6.5 IELTS,Masters Degree (Taught),['september']
8708,United Kingdom,https://www.idp.com/global/Categories/University-of-Leeds/Global-Development-and-Gender-MA/p/PRG-UK-00077706,1 Year(s),6.5 IELTS,Masters Degree (Taught),"['january', 'september']"
8709,United Kingdom,https://www.idp.com/global/Categories/University-of-Leeds/Global-Development-MA/p/PRG-UK-00077709,1 Year(s),6.5 IELTS,Masters Degree (Taught),"['january', 'september']"
8710,New Zealand,https://www.idp.com/global/Categories/AUT/Doctor-of-Philosophy-in-Social-Sciences-and-Public-Policy/p/PRG-NZ-00165067,3 Year(s),6.5 IELTS,Ph.D.,['december']
8711,New Zealand,https://www.idp.com/global/Categories/Political-and-Social-Sciences/Political-Science/Bachelor-of-Arts-Honours-Politics-and-International-Relations/p/PRG-NZ-00184634,1 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['feb', 'march', 'july']"
8712,New Zealand,https://www.idp.com/global/Categories/Massey-University/Bachelor-of-Arts-Classical-Studies/p/PRG-NZ-00193053,3 Year(s),6.0 IELTS,Bachelor Degree,"['feb', 'july']"
8713,New Zealand,https://www.idp.com/global/Categories/University-of-Canterbury/Bachelor-of-Arts-in-Human-Services/p/PRG-NZ-00193208,3 Year(s),6.0 IELTS,Bachelor Degree,"['feb', 'july']"
