,area of study,course_name,university_name,course_fee,course_link
2321,chemistry,Doctor of Philosophy in Chemistry,University of Denver,"USD 105,192",https://www.idp.com/global/Categories/University-of-Denver/Doctor-of-Philosophy-in-Chemistry/p/PRG-US-00053103
2322,chemistry,Master of Science in Chemistry,University of Denver,"USD 70,128",https://www.idp.com/global/Categories/University-of-Denver/Master-of-Science-in-Chemistry/p/PRG-US-00053104
2323,chemistry,Master of Arts in Chemistry,University of Denver,"USD 70,128",https://www.idp.com/global/Categories/University-of-Denver/Master-of-Arts-in-Chemistry/p/PRG-US-00053105
2324,chemistry,Doctor of Philosophy in Chemistry,Columbia University,"USD 147,072",https://www.idp.com/global/Categories/Columbia-University/Doctor-of-Philosophy-in-Chemistry/p/PRG-US-00057045
2325,chemistry,Master of Arts in Climate and Society,Columbia University,"USD 61,180",https://www.idp.com/global/Categories/Columbia-University/Master-of-Arts-in-Climate-and-Society/p/PRG-US-00057063
2326,chemistry,Bachelor of Arts in Chemistry,"California State University, Fresno","USD 70,488",https://www.idp.com/global/Categories/California-State-University%2C-Fresno/Bachelor-of-Arts-in-Chemistry/p/PRG-US-00058710
2327,chemistry,Bachelor of Science in Chemical Engineering,Oklahoma State University,"USD 112,880",https://www.idp.com/global/Categories/Chemistry/Chemical-Engineering/Bachelor-of-Science-in-Chemical-Engineering/p/PRG-US-00123247
2328,chemistry,Doctor of Philosophy in Chemical Engineering,Columbia University,"USD 158,112",https://www.idp.com/global/Categories/Chemistry/Chemical-Engineering/Doctor-of-Philosophy-in-Chemical-Engineering/p/PRG-US-00123655
2329,chemistry,Bachelor of Science in Chemistry - Biochemistry,University of North Carolina at Greensboro,"USD 90,260",https://www.idp.com/global/Categories/University-of-North-Carolina-at-Greensboro/Bachelor-of-Science-in-Chemistry-Biochemistry/p/PRG-US-00131065
2330,chemistry,MEng in Chemical Engineering,University of Greenwich,"GBP 56,000",https://www.idp.com/global/Categories/University-of-Greenwich/MEng-in-Chemical-Engineering/p/PRG-UK-00237489
2331,chemistry,BEng (Hons) in Chemical Engineering [Extended],University of Greenwich,"GBP 56,000",https://www.idp.com/global/Categories/University-of-Greenwich/BEng-Hons-in-Chemical-Engineering-Extended/p/PRG-UK-00237556
2332,chemistry,MA by Research in Atmospheric Chemistry and Aerosols,University of Leeds,"GBP 22,750",https://www.idp.com/global/Categories/University-of-Leeds/MA-by-Research-in-Atmospheric-Chemistry-and-Aerosols/p/PRG-UK-00239813
2333,chemistry,BEng (Hons) Chemical Engineering with Industrial Experience,University of Sheffield,"GBP 97,800",https://www.idp.com/global/Categories/University-of-Sheffield/BEng-Hons-Chemical-Engineering-with-Industrial-Experience/p/PRG-UK-00240229
2334,chemistry,BSc (Hons) Chemistry for Drug Discovery and Development,University of Lincoln,"GBP 47,700",https://www.idp.com/global/Categories/University-of-Lincoln/BSc-Hons-Chemistry-for-Drug-Discovery-and-Development/p/PRG-UK-00240573
2335,chemistry,MChem Chemistry for Drug Discovery and Development,University of Lincoln,"GBP 63,600",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/MChem-Chemistry-for-Drug-Discovery-and-Development/p/PRG-UK-00240575
2336,chemistry,BSc (Hons) Chemistry with Education,University of Lincoln,"GBP 47,700",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/BSc-Hons-Chemistry-with-Education/p/PRG-UK-00240577
2337,chemistry,BSc (Hons) Chemistry with Mathematics,University of Lincoln,"GBP 47,700",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/BSc-Hons-Chemistry-with-Mathematics/p/PRG-UK-00240586
2338,chemistry,MChem Chemistry with Mathematics,University of Lincoln,"GBP 63,600",https://www.idp.com/global/Categories/University-of-Lincoln/MChem-Chemistry-with-Mathematics/p/PRG-UK-00240587
2339,chemistry,A Level Chemistry,Bellerbys College,"GBP 27,501",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/A-Level-Chemistry/p/PRG-UK-00247012
2340,chemistry,A Level Chemistry,Bellerbys College,"GBP 45,835",https://www.idp.com/global/Categories/Bellerbys-College/A-Level-Chemistry/p/PRG-UK-00247017
2341,chemistry,A Level Chemistry,Bellerbys College,"GBP 55,002",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/A-Level-Chemistry/p/PRG-UK-00247022
2342,chemistry,BSc Applied Chemistry (4 Years) (China),University of Liverpool,"CNY 352,000",https://www.idp.com/global/Categories/University-of-Liverpool/BSc-Applied-Chemistry-4-Years-China/p/PRG-UK-00261015
2343,chemistry,Bachelor of Science in Chemistry,Long Island University - Brooklyn,"USD 148,728",https://www.idp.com/global/Categories/Long-Island-University---Brooklyn/Bachelor-of-Science-in-Chemistry/p/PRG-US-00042679
2344,chemistry,Bachelor of Arts in Chemistry,SUNY College at Old Westbury,"USD 67,920",https://www.idp.com/global/Categories/SUNY-College-at-Old-Westbury/Bachelor-of-Arts-in-Chemistry/p/PRG-US-00043516
2345,chemistry,Bachelor of Science in Chemistry,SUNY College at Old Westbury,"USD 67,920",https://www.idp.com/global/Categories/SUNY-College-at-Old-Westbury/Bachelor-of-Science-in-Chemistry/p/PRG-US-00043517
2346,chemistry,Master of Science in Teaching of Chemistry,University of Illinois - Urbana-Champaign,"USD 33,202",https://www.idp.com/global/Categories/University-of-Illinois---Urbana-Champaign/Master-of-Science-in-Teaching-of-Chemistry/p/PRG-US-00046529
2347,chemistry,Bachelor of Science / Master of Science in Chemical Engineering,University of Tulsa,"USD 214,750",https://www.idp.com/global/Categories/University-of-Tulsa/Bachelor-of-Science-Master-of-Science-in-Chemical-Engineering/p/PRG-US-00047537
2348,chemistry,Master of Engineering in Chemical Engineering,University of Tulsa,"USD 45,792",https://www.idp.com/global/Categories/Chemistry/Chemical-Engineering/Master-of-Engineering-in-Chemical-Engineering/p/PRG-US-00047538
2349,chemistry,Bachelor of Science in Chemistry,University of Denver,"USD 210,384",https://www.idp.com/global/Categories/University-of-Denver/Bachelor-of-Science-in-Chemistry/p/PRG-US-00047901
2350,chemistry,Bachelor of Science in Chemistry Teaching,Minnesota State University - Mankato,"USD 62,746",https://www.idp.com/global/Categories/Minnesota-State-University---Mankato/Bachelor-of-Science-in-Chemistry-Teaching/p/PRG-US-00192410
2351,chemistry,Bachelor of Science in Chemistry,Gannon University,"USD 142,360",https://www.idp.com/global/Categories/Gannon-University/Bachelor-of-Science-in-Chemistry/p/PRG-US-00193239
2352,chemistry,Doctor of philosophy in Chemical and Biomolecular Engineering,Tulane University,"USD 227,832",https://www.idp.com/global/Categories/Tulane-University/Doctor-of-philosophy-in-Chemical-and-Biomolecular-Engineering/p/PRG-US-00193268
2353,chemistry,Bachelor of Science in Chemistry,CUNY - Brooklyn College,"USD 74,400",https://www.idp.com/global/Categories/CUNY---Brooklyn-College/Bachelor-of-Science-in-Chemistry/p/PRG-US-00193573
